step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
16000,12801.94,1.419e+00,1.419e+00,3.031e-04,4.336e-01,9.847e-01,5.131e-04,8.116e-12
16500,17088.22,1.361e+00,1.360e+00,4.785e-04,3.962e-01,9.624e-01,1.442e-03,3.717e-12
17000,17161.64,1.326e+00,1.326e+00,1.658e-04,3.833e-01,9.407e-01,1.551e-03,2.527e-12
17500,17235.50,1.272e+00,1.272e+00,1.296e-04,3.625e-01,9.070e-01,2.363e-03,1.396e-12
18000,17310.17,1.279e+00,1.235e+00,4.455e-02,3.351e-01,8.960e-01,3.488e-03,1.263e-12
18500,20054.99,1.201e+00,1.201e+00,1.271e-04,3.393e-01,8.585e-01,3.317e-03,3.274e-13
19000,28278.63,1.179e+00,1.179e+00,1.409e-04,3.389e-01,8.359e-01,4.057e-03,4.249e-13
19500,36206.23,1.147e+00,1.147e+00,1.417e-04,3.342e-01,8.093e-01,3.715e-03,4.266e-13
20000,47250.78,1.103e+00,1.102e+00,1.813e-04,3.278e-01,7.713e-01,3.248e-03,3.640e-13
20500,51530.81,1.039e+00,1.039e+00,2.105e-04,3.197e-01,7.148e-01,4.524e-03,2.942e-13
21000,57823.95,9.493e-01,9.473e-01,2.039e-03,3.092e-01,6.317e-01,6.390e-03,2.459e-13
21500,57900.94,9.455e-01,9.449e-01,5.748e-04,2.720e-01,6.667e-01,6.203e-03,2.934e-14
22000,57975.00,9.120e-01,9.114e-01,5.910e-04,2.948e-01,6.119e-01,4.718e-03,1.698e-14
22500,58048.63,8.842e-01,8.838e-01,4.479e-04,3.056e-01,5.735e-01,4.710e-03,2.627e-14
23000,58170.23,8.524e-01,8.520e-01,4.447e-04,3.066e-01,5.380e-01,7.377e-03,4.643e-14
23500,58478.31,8.053e-01,8.049e-01,4.281e-04,3.036e-01,4.958e-01,5.412e-03,5.702e-14
24000,58551.10,8.067e-01,7.470e-01,5.972e-02,2.974e-01,4.432e-01,6.294e-03,4.266e-14
24500,58626.53,6.759e-01,6.751e-01,8.404e-04,2.887e-01,3.806e-01,5.859e-03,2.778e-14
25000,58700.07,5.909e-01,5.899e-01,9.751e-04,2.755e-01,3.064e-01,7.998e-03,5.413e-14
25500,58773.61,6.146e-01,6.061e-01,8.542e-03,2.600e-01,3.362e-01,9.868e-03,1.399e-12
26000,58848.56,5.607e-01,5.587e-01,2.012e-03,2.721e-01,2.803e-01,6.214e-03,1.335e-13
26500,58921.22,5.127e-01,5.119e-01,7.651e-04,2.634e-01,2.381e-01,1.039e-02,5.506e-15
27000,58999.19,4.484e-01,4.475e-01,9.579e-04,2.467e-01,1.951e-01,5.681e-03,1.541e-14
27500,59071.41,3.872e-01,3.864e-01,8.347e-04,2.247e-01,1.525e-01,9.150e-03,6.003e-14
28000,59143.82,5.438e-01,4.352e-01,1.086e-01,1.482e-01,2.789e-01,8.091e-03,1.557e-13
28500,59216.19,4.167e-01,4.130e-01,3.676e-03,1.584e-01,2.440e-01,1.062e-02,1.735e-13
29000,59293.45,3.954e-01,3.917e-01,3.643e-03,1.717e-01,2.116e-01,8.468e-03,1.570e-13
29500,59367.87,3.847e-01,3.805e-01,4.172e-03,1.858e-01,1.835e-01,1.122e-02,1.335e-13
30000,59439.75,3.767e-01,3.732e-01,3.465e-03,1.981e-01,1.610e-01,1.408e-02,1.074e-13
30500,59511.69,3.636e-01,3.600e-01,3.629e-03,2.063e-01,1.445e-01,9.153e-03,8.381e-14
31000,59587.91,3.556e-01,3.528e-01,2.876e-03,2.095e-01,1.332e-01,1.006e-02,5.734e-14
31500,59665.15,3.457e-01,3.434e-01,2.360e-03,2.087e-01,1.245e-01,1.020e-02,3.248e-14
32000,59741.57,3.373e-01,3.356e-01,1.688e-03,2.050e-01,1.168e-01,1.380e-02,2.660e-14
32500,59815.55,3.241e-01,3.214e-01,2.797e-03,1.994e-01,1.077e-01,1.430e-02,6.959e-15
33000,59887.80,2.989e-01,2.978e-01,1.037e-03,1.916e-01,9.804e-02,8.163e-03,8.037e-15
33500,59959.97,2.839e-01,2.829e-01,1.010e-03,1.818e-01,8.670e-02,1.442e-02,5.071e-15
34000,60032.33,2.595e-01,2.585e-01,1.022e-03,1.693e-01,7.523e-02,1.399e-02,1.794e-14
34500,60107.39,3.422e-01,3.207e-01,2.153e-02,1.310e-01,1.821e-01,7.565e-03,1.529e-12
35000,60184.07,3.017e-01,2.867e-01,1.497e-02,1.578e-01,1.186e-01,1.036e-02,1.061e-12
35500,60257.43,2.823e-01,2.742e-01,8.157e-03,1.713e-01,9.145e-02,1.142e-02,5.002e-13
36000,60329.84,2.641e-01,2.608e-01,3.300e-03,1.730e-01,7.871e-02,9.096e-03,1.676e-13
36500,60402.12,2.516e-01,2.503e-01,1.343e-03,1.683e-01,7.054e-02,1.141e-02,4.130e-14
37000,60475.97,2.357e-01,2.351e-01,6.263e-04,1.604e-01,6.311e-02,1.153e-02,1.007e-14
37500,60549.24,2.136e-01,2.127e-01,8.849e-04,1.507e-01,5.591e-02,6.110e-03,2.565e-14
38000,60625.34,2.030e-01,2.026e-01,3.688e-04,1.388e-01,4.713e-02,1.669e-02,4.944e-15
38500,60703.30,1.773e-01,1.769e-01,3.531e-04,1.246e-01,3.842e-02,1.395e-02,4.352e-15
39000,60775.70,1.618e-01,1.572e-01,4.596e-03,1.082e-01,3.009e-02,1.883e-02,3.632e-15
39500,60849.59,1.297e-01,1.279e-01,1.764e-03,9.143e-02,2.225e-02,1.425e-02,4.023e-15
40000,60925.72,1.571e+00,1.560e+00,1.147e-02,5.811e-01,9.785e-01,2.653e-05,1.312e-14
40000,63156.39,1.711e-01,1.669e-01,4.222e-03,1.183e-01,3.675e-02,1.189e-02,1.159e-13
