step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
16500,13675.16,1.500e+00,1.500e+00,5.187e-05,4.996e-01,1.000e+00,3.504e-08,1.702e-05
17000,14096.54,1.500e+00,1.499e+00,6.528e-05,4.995e-01,1.000e+00,7.463e-08,1.537e-05
17500,14514.20,1.507e+00,1.499e+00,7.201e-03,4.994e-01,1.000e+00,1.590e-07,1.400e-05
18000,14929.45,1.499e+00,1.499e+00,1.110e-04,4.993e-01,1.000e+00,2.572e-07,1.306e-05
18500,15345.26,1.499e+00,1.499e+00,6.486e-05,4.992e-01,1.000e+00,2.937e-07,1.222e-05
19000,15766.25,1.499e+00,1.499e+00,6.646e-05,4.991e-01,1.000e+00,3.738e-07,1.151e-05
19500,16183.54,1.499e+00,1.499e+00,6.980e-05,4.991e-01,1.000e+00,4.968e-07,1.107e-05
20000,16598.11,1.500e+00,1.499e+00,1.173e-03,4.990e-01,1.000e+00,6.581e-07,1.040e-05
20500,17014.63,1.499e+00,1.499e+00,1.346e-04,4.989e-01,1.000e+00,8.461e-07,9.548e-06
21000,17433.09,1.500e+00,1.499e+00,6.740e-04,4.988e-01,1.000e+00,1.261e-06,8.846e-06
21500,17853.04,1.499e+00,1.499e+00,7.856e-05,4.987e-01,1.000e+00,1.264e-06,7.671e-06
22000,18268.05,1.499e+00,1.499e+00,2.569e-04,4.987e-01,1.000e+00,1.963e-06,8.162e-06
22500,18679.12,1.499e+00,1.499e+00,5.422e-04,4.986e-01,1.000e+00,2.443e-06,8.043e-06
23000,19091.02,1.499e+00,1.498e+00,7.208e-05,4.985e-01,1.000e+00,2.887e-06,7.100e-06
23500,19513.48,1.498e+00,1.498e+00,1.396e-04,4.983e-01,1.000e+00,3.419e-06,6.765e-06
24000,19929.33,1.502e+00,1.498e+00,3.397e-03,4.982e-01,1.000e+00,3.760e-06,6.421e-06
24500,20339.28,1.500e+00,1.498e+00,1.575e-03,4.981e-01,1.000e+00,4.888e-06,6.388e-06
25000,20744.16,1.498e+00,1.498e+00,6.808e-05,4.980e-01,1.000e+00,5.005e-06,6.330e-06
25500,21159.46,1.498e+00,1.498e+00,6.126e-05,4.979e-01,1.000e+00,5.904e-06,6.479e-06
26000,21592.91,1.498e+00,1.498e+00,6.531e-05,4.978e-01,1.000e+00,6.656e-06,6.257e-06
26500,22000.51,1.498e+00,1.498e+00,5.732e-05,4.977e-01,1.000e+00,7.528e-06,6.027e-06
27000,22412.79,1.500e+00,1.498e+00,2.117e-03,4.977e-01,1.000e+00,8.670e-06,5.519e-06
27500,22829.17,1.501e+00,1.497e+00,3.316e-03,4.975e-01,1.000e+00,8.690e-06,5.429e-06
28000,23246.44,1.498e+00,1.497e+00,1.982e-04,4.974e-01,1.000e+00,9.583e-06,5.009e-06
28500,23659.51,1.497e+00,1.497e+00,5.165e-05,4.974e-01,1.000e+00,9.821e-06,4.771e-06
29000,24076.38,1.497e+00,1.497e+00,7.011e-05,4.972e-01,1.000e+00,1.087e-05,4.117e-06
29500,24490.33,1.497e+00,1.497e+00,1.954e-04,4.972e-01,1.000e+00,1.141e-05,3.815e-06
30000,24903.30,1.497e+00,1.497e+00,1.294e-04,4.970e-01,1.000e+00,1.201e-05,3.294e-06
30500,25317.67,1.497e+00,1.497e+00,2.181e-04,4.970e-01,1.000e+00,1.281e-05,3.082e-06
31000,25732.85,1.514e+00,1.497e+00,1.695e-02,4.969e-01,1.000e+00,1.359e-05,2.426e-06
31500,26147.16,1.497e+00,1.497e+00,5.365e-04,4.968e-01,1.000e+00,1.495e-05,2.111e-06
32000,26568.64,1.497e+00,1.497e+00,1.874e-04,4.967e-01,1.000e+00,1.570e-05,2.007e-06
32500,26985.11,1.497e+00,1.497e+00,1.646e-04,4.966e-01,1.000e+00,1.649e-05,1.653e-06
33000,27400.94,1.497e+00,1.496e+00,2.117e-04,4.965e-01,1.000e+00,1.656e-05,1.442e-06
33500,27818.49,1.497e+00,1.497e+00,4.475e-04,4.965e-01,1.000e+00,1.746e-05,1.231e-06
34000,28234.66,1.496e+00,1.496e+00,6.974e-05,4.964e-01,1.000e+00,1.890e-05,1.221e-06
34500,28671.61,1.499e+00,1.497e+00,1.974e-03,4.965e-01,1.000e+00,2.011e-05,9.533e-07
35000,29090.65,1.496e+00,1.496e+00,8.000e-05,4.962e-01,1.000e+00,2.100e-05,1.009e-06
35500,29508.03,1.496e+00,1.496e+00,7.414e-05,4.961e-01,9.999e-01,2.317e-05,9.628e-07
36000,29924.55,1.496e+00,1.496e+00,8.197e-05,4.960e-01,9.999e-01,2.286e-05,8.486e-07
36500,30345.57,1.497e+00,1.496e+00,7.347e-04,4.959e-01,9.999e-01,2.380e-05,7.908e-07
37000,30762.54,1.496e+00,1.496e+00,3.232e-04,4.959e-01,9.999e-01,2.519e-05,7.590e-07
37500,31176.97,1.496e+00,1.496e+00,8.652e-05,4.958e-01,9.999e-01,2.696e-05,7.404e-07
38000,31592.83,1.497e+00,1.496e+00,1.476e-03,4.958e-01,9.999e-01,2.916e-05,6.292e-07
38500,32007.45,1.496e+00,1.495e+00,2.307e-04,4.956e-01,9.998e-01,3.003e-05,6.400e-07
39000,32424.71,1.497e+00,1.495e+00,1.196e-03,4.955e-01,9.998e-01,3.152e-05,5.950e-07
39500,32838.25,1.507e+00,1.495e+00,1.153e-02,4.955e-01,9.998e-01,3.128e-05,5.318e-07
40000,33258.47,1.495e+00,1.495e+00,1.055e-04,4.953e-01,9.998e-01,3.253e-05,5.617e-07
40000,38495.49,1.454e+00,1.443e+00,1.087e-02,4.802e-01,9.625e-01,6.182e-05,5.455e-07
