step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
17500,33128.75,1.495e+00,1.495e+00,4.305e-05,4.982e-01,9.973e-01,2.918e-07,4.916e-07
18000,33824.90,1.494e+00,1.494e+00,2.009e-04,4.977e-01,9.966e-01,3.000e-07,1.747e-07
18500,34502.86,1.493e+00,1.493e+00,5.556e-05,4.972e-01,9.957e-01,3.851e-07,7.950e-08
19000,35153.03,1.491e+00,1.491e+00,8.576e-05,4.966e-01,9.947e-01,5.365e-07,2.852e-08
19500,35782.91,1.490e+00,1.490e+00,3.872e-05,4.960e-01,9.936e-01,5.289e-07,5.234e-08
20000,36378.29,1.488e+00,1.488e+00,1.110e-04,4.953e-01,9.923e-01,1.107e-06,1.558e-07
20500,36970.88,1.485e+00,1.485e+00,5.601e-05,4.946e-01,9.908e-01,1.298e-06,1.792e-07
21000,37564.13,1.484e+00,1.483e+00,1.641e-04,4.939e-01,9.895e-01,1.670e-06,2.325e-07
21500,38160.25,1.482e+00,1.481e+00,3.844e-04,4.933e-01,9.882e-01,2.113e-06,2.073e-07
22000,38756.15,1.480e+00,1.480e+00,9.558e-05,4.927e-01,9.871e-01,2.528e-06,2.218e-07
22500,39355.17,1.478e+00,1.478e+00,5.595e-04,4.920e-01,9.859e-01,2.981e-06,1.123e-07
23000,39952.42,1.477e+00,1.477e+00,9.165e-05,4.917e-01,9.852e-01,4.384e-06,7.784e-08
23500,40552.02,1.476e+00,1.476e+00,1.050e-04,4.914e-01,9.844e-01,4.206e-06,7.720e-08
24000,41152.03,1.474e+00,1.474e+00,1.182e-04,4.909e-01,9.834e-01,4.571e-06,1.040e-07
24500,41751.47,1.473e+00,1.473e+00,1.421e-04,4.904e-01,9.822e-01,4.751e-06,1.153e-07
25000,42347.18,1.471e+00,1.471e+00,3.650e-04,4.899e-01,9.810e-01,5.008e-06,2.049e-07
25500,42947.23,1.469e+00,1.469e+00,1.445e-04,4.894e-01,9.798e-01,5.092e-06,1.456e-07
26000,43544.16,1.467e+00,1.467e+00,2.041e-04,4.888e-01,9.785e-01,6.536e-06,1.491e-07
26500,44134.80,1.467e+00,1.465e+00,2.161e-03,4.882e-01,9.770e-01,6.917e-06,1.563e-07
27000,44726.47,1.464e+00,1.463e+00,5.830e-04,4.875e-01,9.755e-01,7.137e-06,1.206e-07
27500,45322.76,1.462e+00,1.462e+00,1.449e-04,4.872e-01,9.746e-01,7.423e-06,1.171e-07
28000,45926.21,1.464e+00,1.460e+00,3.934e-03,4.867e-01,9.735e-01,8.595e-06,1.315e-07
28500,46523.13,1.459e+00,1.458e+00,3.920e-04,4.862e-01,9.721e-01,7.202e-06,1.190e-07
29000,47118.49,1.457e+00,1.457e+00,7.398e-04,4.857e-01,9.709e-01,1.089e-05,8.396e-08
29500,47720.39,1.456e+00,1.455e+00,1.597e-04,4.855e-01,9.700e-01,8.666e-06,7.693e-08
30000,48319.41,1.454e+00,1.454e+00,1.924e-04,4.851e-01,9.688e-01,8.890e-06,7.568e-08
30500,48910.49,1.453e+00,1.452e+00,1.075e-03,4.847e-01,9.675e-01,1.087e-05,8.761e-08
31000,49509.14,1.452e+00,1.452e+00,3.001e-04,4.845e-01,9.675e-01,1.090e-05,9.715e-08
31500,50104.41,1.451e+00,1.451e+00,2.730e-04,4.844e-01,9.667e-01,1.187e-05,9.332e-08
32000,50707.33,1.450e+00,1.450e+00,2.734e-04,4.843e-01,9.658e-01,1.074e-05,8.967e-08
32500,51303.74,1.449e+00,1.449e+00,2.234e-04,4.841e-01,9.647e-01,1.032e-05,8.822e-08
33000,51901.55,1.453e+00,1.447e+00,5.366e-03,4.839e-01,9.635e-01,1.198e-05,8.929e-08
33500,52501.70,1.446e+00,1.446e+00,2.352e-04,4.836e-01,9.621e-01,1.133e-05,9.474e-08
34000,53101.16,1.444e+00,1.444e+00,7.694e-04,4.832e-01,9.604e-01,1.207e-05,9.320e-08
34500,53702.60,1.444e+00,1.443e+00,2.611e-04,4.830e-01,9.605e-01,1.120e-05,9.904e-08
35000,54294.33,1.443e+00,1.443e+00,2.668e-04,4.829e-01,9.597e-01,1.215e-05,9.694e-08
35500,54886.76,1.442e+00,1.441e+00,2.743e-04,4.828e-01,9.587e-01,1.135e-05,9.432e-08
36000,55481.37,1.440e+00,1.440e+00,3.329e-04,4.826e-01,9.574e-01,1.152e-05,9.207e-08
36500,56074.03,1.439e+00,1.438e+00,8.092e-04,4.823e-01,9.558e-01,1.152e-05,9.009e-08
37000,56675.00,1.436e+00,1.436e+00,3.772e-04,4.820e-01,9.541e-01,1.197e-05,8.326e-08
37500,57271.96,1.435e+00,1.434e+00,2.696e-04,4.817e-01,9.527e-01,1.261e-05,7.914e-08
38000,57863.09,1.435e+00,1.432e+00,2.304e-03,4.813e-01,9.510e-01,1.143e-05,6.945e-08
38500,58459.76,1.432e+00,1.431e+00,2.944e-04,4.811e-01,9.501e-01,1.008e-05,5.889e-08
39000,59055.96,1.430e+00,1.430e+00,2.475e-04,4.810e-01,9.492e-01,1.350e-05,5.822e-08
39500,59650.80,1.429e+00,1.429e+00,2.448e-04,4.808e-01,9.480e-01,1.169e-05,5.733e-08
40000,60253.21,1.428e+00,1.427e+00,4.930e-04,4.806e-01,9.466e-01,1.405e-05,5.840e-08
40000,69630.79,8.306e-01,7.727e-01,5.787e-02,4.000e-01,3.720e-01,6.716e-04,2.908e-08
